Gene,Non-unique Gene name,Annotation,FF06741431_G.swidsinskii,FF06741441_G.leopoldii,FF06741443_G.vaginalis_A,FF06741449_G.leopoldii,FF06741453_G.vaginalis,FF06741457_G.vaginalis_A,FF06741457_G.vaginalis_E,FF06741459_G.vaginalis_A,FF06741461_G.vaginalis_A,FF06741463_G.piotii,FF06741464_G.swidsinskii,FF06741735_G.sp947289115,FF06741736_G.vaginalis_C,FF06741741_G.swidsinskii,FF06741742_G.swidsinskii,FF06741746_G.sp947289115,FF06741748_G.swidsinskii,FF06741748_G.vaginalis,FF06741749_G.leopoldii,FF06741751_G.swidsinskii,FF06742652_G.swidsinskii,FS42685545_G.vaginalis,FS42685549_G.piotii,FS42685557_G.vaginalis_A,FS42685567_G.vaginalis,FS42685569_G.piotii,FS42685570_G.piotii,FS42685571_G.swidsinskii,FS42685572_G.swidsinskii,FS42685572_G.vaginalis,FS42685575_G.swidsinskii,FS42685576_G.vaginalis_H,FS42685584_G.leopoldii,FS42685584_G.piotii,FS42686173_G.leopoldii,FS42686174_G.piotii,FS42686174_G.swidsinskii,FS42686177_G.swidsinskii,FS42686179_G.piotii,FS42686179_G.swidsinskii,FS42686180_G.vaginalis,FS42686185_G.piotii,FS42686188_G.vaginalis,FS42686194_G.vaginalis,FS42686197_G.leopoldii,FS42686197_G.vaginalis,FS42686200_G.vaginalis_H,FS42686202_G.vaginalis_C,FS42686203_G.swidsinskii,FS42686210_G.swidsinskii,FS42686210_G.vaginalis,FS42686216_G.vaginalis,FS42687147_G.vaginalis,FS42687148_G.leopoldii,FS42687152_G.vaginalis,FS42687153_G.vaginalis_H,FS42687157_G.vaginalis,FS42687160_G.vaginalis,FS42687164_G.leopoldii,FS42687167_G.piotii,FS42687180_G.swidsinskii
group_1033,,hypothetical protein,,,,,,,MAIBJLIG_00554,,,,,,JKACDCNN_01262,,,,,,,,,,,KDJKPMPD_00801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1028,,hypothetical protein,,,,,,,MAIBJLIG_00062,,,,,,JKACDCNN_00123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00123,,,,,,,,,,,,,
group_1014,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFOKPGIE_00597,,,,,,,,,,,,,,,,,,,,,MGJCNIPK_01445,AKIABIOK_00557,,,,,,,,,,,
group_1009,,hypothetical protein,,,,,,,,,,,MKDEPHEP_00299,,,,,,,,,,OPLHJKPH_00145,,,,,,,,,,,,,,,,,EDKPEHFM_00439,,,,,,,,,,,,,,,,,,,,,,,
group_1002,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,OLMEONEL_00921,,,,GEPBNDCO_00027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODKBPENJ_00762,
group_993,,hypothetical protein,,,,,,,,,,,,,JKACDCNN_01219,,,,,,,,,,,,,,,,BEKPBNEK_01148,,,,,,,,,,,,,,,,,,,EPGGAPPC_00492,,,,,,,,,,,,,
group_989,,hypothetical protein,,,,,,,MAIBJLIG_00156,,,,,,JKACDCNN_01083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00026,,,,,,,,,,,,,
group_988,,hypothetical protein,,,,,,,,,,,,,,PONOIEHE_01233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HGINDJMA_00902,,,,,AKIABIOK_00933,,,,,,,,,,,
group_982,,hypothetical protein,,,,,,AIKGDNKA_00511,,,FJPIOAPD_00533,,,,,,,,,,,,,,,KDJKPMPD_00293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_968,,hypothetical protein,,,,,,AIKGDNKA_00689,,CEAADGFG_00489,,,,,,,,,,,,,,,,KDJKPMPD_00671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_954,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00259,,,,,,,,,,,,,,,MMPGJHDA_00075,,,,,,,,,NPJENFAK_00588,,,,,
group_931,,hypothetical protein,,,,,,,MAIBJLIG_01070,,,,,,JKACDCNN_01053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00597,,,,,,,,,,,,,
group_910,,hypothetical protein,,,,,,,MAIBJLIG_01230,,,,,,JKACDCNN_00031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00213,,,,,,,,,,,,,
group_909,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00436,,,,,,,,,,,,,,,MMPGJHDA_00720,,,,,,,,,NPJENFAK_00799,,,,,
group_907,,hypothetical protein,,,,,,,MAIBJLIG_00019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37_refound_1747,,,,,,,,,,,,,HEOIIJDM_01079,,,,,,,,,,
group_903,,hypothetical protein,,,,,,,MAIBJLIG_00868,,,,,,JKACDCNN_00490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00154,,,,,,,,,,,,,
group_894,,hypothetical protein,,,,,,,,,FJPIOAPD_00343,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00585,,,,,,,,,,,,,,,,,,,,,,,,NPJENFAK_01168,,,,,
group_887,,hypothetical protein,,,,,,,MAIBJLIG_00049,,,,,,JKACDCNN_00110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00135,,,,,,,,,,,,,
group_877,,hypothetical protein,,,,,,,MAIBJLIG_00117,,,,,,JKACDCNN_00982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00065,,,,,,,,,,,,,
group_875,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00281,,,,,,,,,,,,,,,MMPGJHDA_00370,,,,,,,,,NPJENFAK_00191,,,,,
group_871,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00438,,,,,,,,,,,,,,,MMPGJHDA_00722,,,,,,,,,NPJENFAK_00801,,,,,
group_863,,hypothetical protein,,,,,,,,,,,,GNEALLOE_00955,,,,,,,,OMIKPLOJ_01165,,,,KDJKPMPD_01108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_849,,hypothetical protein,,,,,,,,,,,MKDEPHEP_00221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCIIGEBB_00819,,,,MMPGJHDA_00291,,,,,,,,,,,,,,
group_843,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00292,,,,,,,,,,,,,,,MMPGJHDA_00360,,,,,,,,,NPJENFAK_00202,,,,,
group_828,pknD_3,Serine/threonine-protein kinase PknD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00294,,,,,,,,,,,,,,,MMPGJHDA_00357,,,,,,,,,NPJENFAK_00204,,,,,
group_820,,hypothetical protein,,,,,DCGIHJJB_00808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DBLHLLOB_00813,,,,,,,52_refound_2645,,,,,,,,
group_818,,hypothetical protein,,,,,,,MAIBJLIG_01122,,,,,,JKACDCNN_00061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00243,,,,,,,,,,,,,
yneA,;yneA,hypothetical protein;Cell division suppressor protein YneA,,,,,,,MAIBJLIG_00171,,,,,,JKACDCNN_01068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00011,,,,,,,,,,,,,
group_810,,hypothetical protein,,,,,,,MAIBJLIG_00038,,,,,,JKACDCNN_00099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00147,,,,,,,,,,,,,
group_792,,hypothetical protein,,,,,,,,,,,,GNEALLOE_00622,,,,APCAEHFD_00397,,,,,,,,,,,,,,EAAKBJBK_00372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_773,,hypothetical protein,,,,,,AIKGDNKA_00656,,,FJPIOAPD_00170,,,,,,,,,,,,,,,KDJKPMPD_00199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_770,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00270,,,,,,,,,,,,,,,MMPGJHDA_00067,,,,,,,,,NPJENFAK_00577,,,,,
group_754,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00521,,,,,,,,,,,,,,,MMPGJHDA_00844,,,,,,,,,NPJENFAK_01106,,,,,
group_740,,hypothetical protein,,,,,,,MAIBJLIG_00964,,,,,,JKACDCNN_00281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00749,,,,,,,,,,,,,
group_730,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,OLMEONEL_00693,,,,GEPBNDCO_00866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56_refound_2774_stop,,,,
group_724,,hypothetical protein,,,,,,,MAIBJLIG_00642,,,,,,JKACDCNN_00323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00409,,,,,,,,,,,,,
group_721,,hypothetical protein,,,,,,,MAIBJLIG_01208,CEAADGFG_00452,,,,,,,,,,,,,,,,KDJKPMPD_00821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mshA,mshA,D-inositol-3-phosphate glycosyltransferase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00767,,,,,,,,,,,,,,,MMPGJHDA_00509,,,,,,,,,NPJENFAK_01034,,,,,
group_717,,hypothetical protein,,,,,,,,,,,,,,,FIBOILMM_00922,,,,,,,,,,,,,,,,,,,,,,,,,LGNAKCJL_01151,,,,,HGINDJMA_00953,,,,,,,,,,,,,,,,
group_716,,hypothetical protein,,,,,,,,,,,MKDEPHEP_01219,,,,,,,,,,OPLHJKPH_01304,,,,,,,,,,,,,,,,MJDADDMM_00729,,,,,,,,,,,,,,,,,,,,,,,,
group_714,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00720,,,,,,,,,,,,,,,MMPGJHDA_00055,,,,,,,,,NPJENFAK_00565,,,,,
group_706,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00283,,,,,,,,,,,,,,,MMPGJHDA_00369,,,,,,,,,NPJENFAK_00193,,,,,
group_701,,hypothetical protein,,,,,,,,,,,,,,,,,16_refound_628_stop,,,,,,,,,,,,,,,,,,,,MJDADDMM_00001,,,,,,,,,,,,MGJCNIPK_01231,,,,,,,,,,,,
recN,recN,DNA repair protein RecN,,,,,,AIKGDNKA_00214,,CEAADGFG_00865,,,,,,,,,,,,,,,,KDJKPMPD_00086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_684,,hypothetical protein,,,,,,,MAIBJLIG_01171,,,,,,JKACDCNN_00441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00716,,,,,,,,,,,,,
group_677,,hypothetical protein,,,,,,,MAIBJLIG_00698,,,,,,JKACDCNN_01125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00521,,,,,,,,,,,,,
group_674,murE,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--26-diaminopimelate ligase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00160,,,,,,,,,,,,,,,MMPGJHDA_00439,,,,,,,,,NPJENFAK_00844,,,,,
group_672,,hypothetical protein,,,,,,,MAIBJLIG_00343,,,,,,JKACDCNN_00243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00533,,,,,,,,,,,,,
group_661,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00986,,,,,,,,,,,,,,,MMPGJHDA_00627,,,,,,,,,NPJENFAK_00314,,,,,
group_653,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00809,,,,,,,,,,,,,,,MMPGJHDA_00750,,,,,,,,,NPJENFAK_01008,,,,,
group_651,,hypothetical protein,,,,,DCGIHJJB_01115,,,,,,,,,,,,,,,,,,,,,,,,,EAAKBJBK_01231,,,,,,,,,,,,,DCIIGEBB_00337,,,,,,,,,,,,,,,,,,
group_640,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_01031,,,,,,,,,,,,,,,MMPGJHDA_00015,,,,,,,,,NPJENFAK_01122,,,,,
treA,treA,Trehalose-6-phosphate hydrolase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBECPNCO_00585,,,,,,,HEOIIJDM_00172,,,,,,,,,ODKBPENJ_00126,
group_636,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00992,,,,,,,,,,,,,,,MMPGJHDA_00632,,,,,,,,,NPJENFAK_00320,,,,,
group_634,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_01004,,,,,,,,,,,,,,,MMPGJHDA_00171,,,,,,,,,NPJENFAK_00863,,,,,
group_624,,hypothetical protein,,,,,,,,,,,,,JKACDCNN_00702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEOIIJDM_00377,,,,,,,JMCHCOOD_00102,,,
group_622,,hypothetical protein,,,,,,AIKGDNKA_00273,,CEAADGFG_00900,,,,,,,,,,,,,,,,KDJKPMPD_00593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_613,,hypothetical protein,,,,,,,,,,,MKDEPHEP_00218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCIIGEBB_00822,,,,MMPGJHDA_00294,,,,,,,,,,,,,,
group_610,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,GEPBNDCO_00886,,,,,,,NKJPJJEP_00774,,,,,,,,,,,,,,,,,,,,,,,,,,ODKBPENJ_00281,
group_607,fni,Isopentenyl-diphosphate delta-isomerase,,,,,,,MAIBJLIG_01080,,,,,,JKACDCNN_01207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00805,,,,,,,,,,,,,
group_606,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00389,,,,,,,,,,,,,,,MMPGJHDA_00682,,,,,,,,,NPJENFAK_00135,,,,,
group_596,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,OPLHJKPH_00939,,,,,,,,,,,,,,,,MJDADDMM_01219,,,LGNAKCJL_00630,,,,,,,,,,,,,,,,,,,,,
group_595,,hypothetical protein,,,,,,,MAIBJLIG_00048,,,,,,JKACDCNN_00109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00137,,,,,,,,,,,,,
group_593,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,NDDDCALJ_00456,,,,,,,,,,,,,,,,,,,,,,,,,,,,LKPJNLPD_00910,,,,,JMCHCOOD_00406,,,
group_588,,hypothetical protein,,,,,,,MAIBJLIG_00160,,,,,,JKACDCNN_01079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00022,,,,,,,,,,,,,
group_572,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NKJPJJEP_00017,,NLALJHLH_00191,,,,,,CFGPDMND_00633,,,,,,,,,,,,,,,,,,,
group_571,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00776,,,,,,,,,,,,,,,MMPGJHDA_00518,,,,,,,,,NPJENFAK_01025,,,,,
group_566,priA,primosomal protein N',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00739,,,,,,,,,,,,,,,MMPGJHDA_00853,,,,,,,,,NPJENFAK_00877,,,,,
group_557,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,OPLHJKPH_00040,,,,,,,,,,,,,,,,MJDADDMM_00488,EDKPEHFM_00546,,,,,,,,,,,,,,,,,,,,,,,
priA,priA,primosomal protein N',,,,,,AIKGDNKA_00354,,CEAADGFG_00507,,,,,,,,,,,,,,,,KDJKPMPD_00148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_551,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAAKBJBK_00967,,,,,,,,,,,IDKOCMBL_00262,,,,,,,,,,,,52_refound_2643,,,,,,,,
group_548,,hypothetical protein,,,,,,,MAIBJLIG_01085,,,,,,JKACDCNN_01210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00810,,,,,,,,,,,,,
group_541,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEKPBNEK_00078,,,,,,,,,,,,,,,,,DBLHLLOB_00879,,,,,,,,,,,,,,ODKBPENJ_00474,
group_536,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00662,,,,,,,,,,,,,,,MMPGJHDA_00157,,,,,,,,,NPJENFAK_00299,,,,,
sasA_1,sasA_1,Adaptive-response sensory-kinase SasA,,,,,,AIKGDNKA_00312,,CEAADGFG_00475,,,,,,,,,,,,,,,,KDJKPMPD_00685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcgIA,bcgIA,Restriction enzyme BgcI subunit alpha,,,,,,,,,,,,,,,,,FLPEIIEP_00805,,,,,,,,,,,,,,,,,,,,MJDADDMM_00005,,,,,,,,,,,,MGJCNIPK_01227,,,,,,,,,,,,
group_523,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,NDDDCALJ_01340,,,,,EAAKBJBK_00390,,,,,,,,,,,,,,,,,,,,,,,,,,,ANLJHCED_00505,,,,
group_519,,hypothetical protein,,,,,,AIKGDNKA_00653,,,FJPIOAPD_00173,,,,,,,,,,,,,,,KDJKPMPD_00196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_515,,hypothetical protein,,GIPBMKFD_00853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBLOJFDA_00394,,,,,,,,,,,,,,,,,,,CLLCJGKF_00019,,,,,,,
group_500,,hypothetical protein,,,BFKFBIFC_00522,,,,,CEAADGFG_00305,,,,,,,,,,,,,,,,KDJKPMPD_00359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_499,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00604,,,,,,,,,,,,,,,MMPGJHDA_00527,,,,,,,,,NPJENFAK_01236,,,,,
group_494,,hypothetical protein,,,,,,,MAIBJLIG_00882,,,,,,JKACDCNN_00503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00167,,,,,,,,,,,,,
group_487,,hypothetical protein,,,,,,AIKGDNKA_00405,,CEAADGFG_00541,,,,,,,,,,,,,,,,KDJKPMPD_00114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pknD_4~~~pknD_2,pknD_4;pknD_2,Serine/threonine-protein kinase PknD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00238,,,,,,,,,,,,,,,MMPGJHDA_00096,,,,,,,,,NPJENFAK_00239,,,,,
group_469,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00988,,,,,,,,,,,,,,,MMPGJHDA_00636,,,,,,,,,NPJENFAK_00324,,,,,
group_467,,hypothetical protein,,GIPBMKFD_00924,,AFFLGDGC_00188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPJENFAK_00710,,,,,
group_463,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00455,,,,,,,,,,,,,,,MMPGJHDA_00739,,,,,,,,,NPJENFAK_00818,,,,,
spk1,spk1,Serine/threonine-protein kinase PK-1,,,,,,,MAIBJLIG_00070,,,,,,JKACDCNN_00130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00115,,,,,,,,,,,,,
group_412,,hypothetical protein,,,,,,,MAIBJLIG_00860,,,,,,JKACDCNN_00481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00789,,,,,,,,,,,,,
sdhA,sdhA,Succinate dehydrogenase flavoprotein subunit,,,,,,,MAIBJLIG_00118,,,,,,JKACDCNN_00981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00064,,,,,,,,,,,,,
group_399,,hypothetical protein,,,,,,,,,,,,,,,,,,NBBAMHOG_00095,,,,,,,,,,,,,,,,,,,,,,,,,,,,45_refound_2065,,,,,50_refound_2467,,,,,,,,,,
group_397,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_01019,,,,,,,,,,,,,,,MMPGJHDA_00872,,,,,,,,,NPJENFAK_01193,,,,,
group_394,,hypothetical protein,,,,,,,MAIBJLIG_00278,,,,,,JKACDCNN_00177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00327,,,,,,,,,,,,,
group_393,,hypothetical protein,,,,,,,,,,MHMPKAEF_00845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GKLKKKNA_00313,,,CFGPDMND_00149,,,,,,,,,,,,,,,,,,,
group_369,,hypothetical protein,,,,,,,,,,,,,JKACDCNN_00699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEOIIJDM_00380,,,,,,,JMCHCOOD_00099,,,
group_368,,hypothetical protein,,,,,,,MAIBJLIG_00327,,,,,,JKACDCNN_00227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00280,,,,,,,,,,,,,
group_366,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00287,,,,,,,,,,,,,,,MMPGJHDA_00365,,,,,,,,,NPJENFAK_00197,,,,,
group_363,,hypothetical protein,,,,,,,,CEAADGFG_00429,FJPIOAPD_00822,,,,,,,,,,,,,,,KDJKPMPD_00797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_360,,hypothetical protein,,,,,,AIKGDNKA_00759,,,FJPIOAPD_00115,,,,,,,,,,,,,,,KDJKPMPD_00255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_354,,hypothetical protein,,,,AFFLGDGC_00512,,,,,,,,,,,,,,,HINIEJCA_00785,,,,,,,,,,,,,,OJJBDPGP_00498,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_348,,hypothetical protein,,,,,,,MAIBJLIG_00949,,,,,,JKACDCNN_00267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00557,,,,,,,,,,,,,
bcgIB,bcgIB,Restriction enzyme BgcI subunit beta,,,,,,,,,,,,,,,,,FLPEIIEP_00806,,,,,,,,,,,,,,,,,,,,MJDADDMM_00004,,,,,,,,,,,,MGJCNIPK_01228,,,,,,,,,,,,
group_325,,hypothetical protein,,,,,DCGIHJJB_01013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBECPNCO_01099,,,,,,,,GDFGBGJM_01281,,,,,,,,,
group_318,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00619,,,,,,,,,,,,,,,MMPGJHDA_00263,,,,,,,,,NPJENFAK_00682,,,,,
group_315,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00435,,,,,,,,,,,,,,,MMPGJHDA_00719,,,,,,,,,NPJENFAK_00798,,,,,
group_312,,hypothetical protein,,,,,,AIKGDNKA_00276,,CEAADGFG_00903,,,,,,,,,,,,,,,,KDJKPMPD_00590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pknD_4,pknD_4,Serine/threonine-protein kinase PknD,,,,,,AIKGDNKA_00221,,CEAADGFG_00859,,,,,,,,,,,,,,,,KDJKPMPD_00093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_305,,hypothetical protein,,,,,,AIKGDNKA_00691,,CEAADGFG_00491,,,,,,,,,,,,,,,,KDJKPMPD_00669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_296,,hypothetical protein,,,,,,AIKGDNKA_00272,,CEAADGFG_00899,,,,,,,,,,,,,,,,KDJKPMPD_00594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_294,,hypothetical protein,,,,,,,,,,,MKDEPHEP_00212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCIIGEBB_00829,,,,MMPGJHDA_00302,,,,,,,,,,,,,,
group_288,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00707,,,,,,,,,,,,,,,MMPGJHDA_00120,,,,,,,,,NPJENFAK_00263,,,,,
recG,recG,ATP-dependent DNA helicase RecG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_01009,,,,,,,,,,,,,,,MMPGJHDA_00881,,,,,,,,,NPJENFAK_01082,,,,,
group_264,,hypothetical protein,,,,,,,MAIBJLIG_00059,,,,,,JKACDCNN_00120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00125,,,,,,,,,,,,,
group_257,,hypothetical protein,,,,,,,MAIBJLIG_00072,,,,,,JKACDCNN_00132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00113,,,,,,,,,,,,,
group_249,,hypothetical protein,,,,,,,,,,,,GNEALLOE_00951,,,,,,,,OMIKPLOJ_01161,,,,KDJKPMPD_01112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_246,,hypothetical protein,,,,,,,MAIBJLIG_00020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EDKPEHFM_00646,,,,,,,,,,,,,HEOIIJDM_01080,,,,,,,,,,
group_239,,hypothetical protein,,,,,,,MAIBJLIG_01167,,,,,,JKACDCNN_00445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00712,,,,,,,,,,,,,
group_230,,hypothetical protein,,,,,,,MAIBJLIG_01156,,,,,,JKACDCNN_00456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00727,,,,,,,,,,,,,
group_229,,hypothetical protein,,,,,,AIKGDNKA_00850,,CEAADGFG_00345,,,,,,,,,,,,,,,,KDJKPMPD_00062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rep_3~~~rep_1,rep_3;rep_1,ATP-dependent DNA helicase Rep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHGEDPDF_00520,,,,,,,,,,,,,,,MMPGJHDA_00845,,,,,,,,,NPJENFAK_01107,,,,,
group_199,,hypothetical protein,,,,,,,MAIBJLIG_00667,,,,,,JKACDCNN_00294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPGGAPPC_00379,,,,,,,,,,,,,
